Budget Case,Strategy,Target Budget,Target Budget Share %,Total PnL,PnL Contribution %,Avg Daily PnL,Daily Vol,Sharpe-like Daily,Positive Days %,Worst Day,Avg Losing Day,Corr To Portfolio Daily PnL,Variance Contribution Approx %,PnL In MaxDD Window,MaxDD Loss Contribution %,Avg Gross Exposure %,Max Gross Exposure %
anchor_grid_tf1p75_mreq1p75_mrfx6p5,TF_EQ,1.75,17.5,932338.9213889347,44.93108427698794,182.31109139400365,6655.049504478128,0.027394400488129807,29.429018380915135,-85490.63725365722,-4639.570515933565,0.8141580561418255,62.049804794432404,-75327.05100325408,29.06137153683525,93.75860063802234,188.0088541584884
anchor_grid_tf1p75_mreq2_mrfx6p25,MR_EQ,2.0,20.0,849576.0878927081,36.611236162237326,166.12751034272745,5385.265143744034,0.030848529442550253,9.913961673836527,-65863.05838968465,-5634.932490167613,0.61077533469295,33.14796337178864,-87162.66309608764,28.819380006700385,27.344850044534372,220.18957485175
anchor_grid_tf1p75_mreq2_mrfx6p25,MR_FX,6.25,62.5,464796.24231055996,20.029712743870707,90.88702430789205,2942.3003517064258,0.030889784673132,43.586233867813846,-89229.42864163092,-2194.9323813843757,0.2989363869915408,8.864087902538172,-46591.89146797043,15.405098671275585,56.9316033130099,642.4338267213867
anchor_grid_tf1p75_mreq2_mrfx6p25,TF_EQ,1.75,17.5,1006161.4101160597,43.35905109389196,196.7464626742393,7276.728583693097,0.027037762974304342,29.429018380915135,-94820.82147787616,-5033.927707772516,0.7907392575471863,57.9879487256732,-82963.96183009283,27.43112541441097,93.74533693584056,188.80471205904666
anchor_grid_tf2_mreq0p875_mrfx7p125,MR_EQ,0.875,8.75,300990.59595383,18.534016780314257,58.856197879122014,1758.3344437458877,0.03347269803447463,9.913961673836527,-19985.039992336475,-1880.9463591872495,0.3266780026305133,8.04984280053185,-10306.727002081054,4.814623583846054,11.881674033217626,91.6782172409022
anchor_grid_tf2_mreq0p875_mrfx7p125,MR_FX,7.125,71.25,426099.9617886963,26.237842470979935,83.32028975140717,2485.0338445287334,0.03352883500353622,43.54712553773954,-72618.97669025359,-1927.9526146951453,0.35378058555473485,12.320613352349952,-63033.97661038085,29.44531957726861,64.91547564903537,735.9624698960323
anchor_grid_tf2_mreq0p875_mrfx7p125,TF_EQ,2.0,20.0,896899.533134722,55.2281407487058,175.38121492661753,6273.202314047051,0.027957206885214147,29.429018380915135,-77950.53237989487,-4454.225024697519,0.905772038156144,79.62954384711817,-121038.30655465764,56.54111971425827,106.71041437776022,215.08756172622392
anchor_grid_tf2_mreq1p125_mrfx6p875,MR_EQ,1.125,11.25,416487.47137500864,22.805951436506426,81.44064751173418,2482.7349984854927,0.03280279512771772,9.894407508799375,-28760.86768527073,-2636.824706310396,0.38978366115922425,12.108851412248296,-14778.199242711184,6.256797864908265,15.300693717971981,118.63124236101929
anchor_grid_tf2_mreq1p125_mrfx6p875,MR_FX,6.875,68.75,441197.57217169687,24.159023011264644,86.27250140236544,2640.970777946711,0.03266696554266312,43.54712553773954,-77794.70677760156,-2023.609296035799,0.33580741433969835,11.096929568891142,-66631.19585319776,28.21033314706405,62.63385497219607,709.1466355745763
anchor_grid_tf2_mreq1p125_mrfx6p875,TF_EQ,2.0,20.0,968537.6971906968,53.03502555222893,189.3894597557092,6871.853271235722,0.027560172238900626,29.429018380915135,-86864.27942234592,-4841.596789403802,0.8931115322679078,76.79421901886062,-133413.25953711465,56.48454075580125,106.69433775720155,215.29912052830383
anchor_grid_tf2_mreq1p25_mrfx6p75,MR_EQ,1.25,12.5,480018.80831983505,24.80385340468517,93.86366998823524,2890.6060387552398,0.03247196910605468,9.913961673836527,-33792.179079776804,-3059.0177732927127,0.41974216291431776,14.325733650955632,-17332.87601734849,6.9878190855645315,17.014464107894746,132.23838456630776
anchor_grid_tf2_mreq1p25_mrfx6p75,MR_FX,6.75,67.5,448740.71473753685,23.187630801431624,87.74749994867753,2720.5361610390564,0.03225375247913046,43.54712553773954,-80437.49603537697,-2071.962747689934,0.32641743842876375,10.485115668241587,-68444.25472204371,27.593578178556772,61.49315174341373,695.7668057900693
