Budget Case,Simulation Label,Strategy Targets,Target TF_EQ,Target MR_EQ,Target MR_FX,Target Sum,Screen Exposure Factor,Screen Daily Cutoff,Raw Equity End,Raw CAGR,Raw Sharpe,Raw Calmar,Raw Max DD %,Raw WorstDayDD,Raw Count Breach -5%,Raw Avg Gross Exposure %,Raw Max Gross Exposure %,P(Pass Challenge),P(Pass Verification | Challenge),P(Reach Payout | Verification),P(Reach Payout Overall),Median Days Challenge,Median Days Verification,Median Days Payout,Fail MaxDailyLoss %,Fail MaxLoss %,Fail HorizonEnded %,Avg Cutoff Hits / Sim,Mean Total Days To Payout,Median Total Days To Payout,P25 Total Days To Payout,P75 Total Days To Payout,P90 Total Days To Payout,Budget Speed Rank Score
anchor_grid_tf2p75_mreq1p75_mrfx5p5,full,"{""MR_EQ"": 1.75, ""MR_FX"": 5.5, ""TF_EQ"": 2.75}",2.75,1.75,5.5,10.0,0.75,-0.04,3801826.446206883,0.362610946269571,1.1710406755071636,1.3437565869294616,-26.98486837546611,-0.14374299767126805,76,218.71388693942447,922.8645925688347,0.8156,0.8540951446787641,0.9078380706287683,0.6324,62.0,26.0,15.0,0.0704,0.2972,0.0,1.052,141.16571790006324,122.0,85.0,179.0,244.0,0.4633657052498418
anchor_grid_tf2p5_mreq2_mrfx5p5,full,"{""MR_EQ"": 2.0, ""MR_FX"": 5.5, ""TF_EQ"": 2.5}",2.5,2.0,5.5,10.0,0.75,-0.04,3696637.202087867,0.3598825423139338,1.200723579342531,1.3698723954519203,-26.27124566556498,-0.13358063871689263,61,209.5771852603866,917.5704671566078,0.7946,0.8567832871885225,0.9180376028202115,0.625,64.0,28.0,15.0,0.1098,0.2652,0.0,1.0472,145.072,126.0,88.0,184.0,250.0,0.392048
anchor_grid_tf2p75_mreq2_mrfx5p25,full,"{""MR_EQ"": 2.0, ""MR_FX"": 5.25, ""TF_EQ"": 2.75}",2.75,2.0,5.25,10.0,0.75,-0.04,4236560.30738553,0.3731906961878628,1.1726782634064694,1.379277235827269,-27.0569749499294,-0.14328513217417316,83,219.88131487844117,922.1268864836425,0.7922,0.842464024236304,0.9035061432424333,0.603,59.0,25.0,15.0,0.1088,0.2882,0.0,1.0594,134.64112769485905,118.0,83.0,170.0,234.0,0.3530031807628523
anchor_grid_tf3_mreq1p25_mrfx5p75,full,"{""MR_EQ"": 1.25, ""MR_FX"": 5.75, ""TF_EQ"": 3.0}",3.0,1.25,5.75,10.0,0.75,-0.04,3476512.945603552,0.35393156637926104,1.1276394580996054,1.1399293285420904,-31.048553407422276,-0.15402547664109265,82,226.61810984731545,936.5644376108426,0.8046,0.8513547104151131,0.8744525547445255,0.599,59.0,23.0,15.0,0.1012,0.2998,0.0,1.239,136.75025041736228,118.0,83.0,173.0,237.0,0.34153437395659414
anchor_grid_tf3_mreq1p125_mrfx5p875,full,"{""MR_EQ"": 1.125, ""MR_FX"": 5.875, ""TF_EQ"": 3.0}",3.0,1.125,5.875,10.0,0.75,-0.04,3287304.956390251,0.3485298194472717,1.1218020285328727,1.1186173281561371,-31.157198326416747,-0.15425657636606763,81,226.0517104356165,940.9283508319785,0.8064,0.8504464285714286,0.8731408573928259,0.5988,60.0,23.0,15.0,0.102,0.2992,0.0,1.258,138.14796259185036,119.0,83.0,175.0,239.0,0.3364500935203742
max_speed_mrfx_dom_3p00_1p50_5p50,full,"{""MR_EQ"": 1.5, ""MR_FX"": 5.5, ""TF_EQ"": 3.0}",3.0,1.5,5.5,10.0,0.75,-0.04,3884074.653501532,0.36469590074956004,1.1368830333307094,1.1828213601029265,-30.83271177296164,-0.1535634649995514,86,227.760311431389,927.8386039203791,0.7944,0.8496978851963746,0.8773333333333333,0.5922,57.0,23.0,15.0,0.1006,0.3072,0.0,1.3384,133.54913880445795,116.0,81.0,169.0,230.0,0.32874315298885504
anchor_grid_tf3_mreq1_mrfx6,full,"{""MR_EQ"": 1.0, ""MR_FX"": 6.0, ""TF_EQ"": 3.0}",3.0,1.0,6.0,10.0,0.75,-0.04,3107286.312931817,0.34311540961073117,1.1151210020221718,1.0973960616350356,-31.2663241290948,-0.15448773870425803,78,225.48838250313005,945.2929287846972,0.8058,0.850831471829238,0.8707701283547258,0.597,61.0,24.0,15.0,0.1012,0.3018,0.0,1.2808,139.45829145728644,120.0,84.0,178.0,242.0,0.3283462713567838
anchor_grid_tf3_mreq0p875_mrfx6p125,full,"{""MR_EQ"": 0.875, ""MR_FX"": 6.125, ""TF_EQ"": 3.0}",3.0,0.875,6.125,10.0,0.75,-0.04,2936077.5593016567,0.3376886278501119,1.1075772764189957,1.0762665333845816,-31.37592941668157,-0.15471896366347285,77,224.92808014425228,949.658171830043,0.8058,0.8510796723752793,0.8699329250510353,0.5966,62.0,24.0,15.0,0.1044,0.299,0.0,1.2716,140.77405296681192,122.0,84.0,180.5,243.0,0.3207488675829702
anchor_grid_tf3_mreq2_mrfx5,full,"{""MR_EQ"": 2.0, ""MR_FX"": 5.0, ""TF_EQ"": 3.0}",3.0,2.0,5.0,10.0,0.75,-0.04,4827506.255737495,0.3860596586969649,1.1465382258747059,1.2692740533918783,-30.415784334777708,-0.15264019273143678,97,230.08370009923325,929.1722388003026,0.7784,0.8435251798561151,0.8860798050563509,0.5818,54.0,22.0,15.0,0.118,0.3002,0.0,1.2634,126.32072877277415,111.0,78.0,158.0,216.20000000000027,0.2989641780680646
anchor_grid_tf3_mreq1p75_mrfx5p25,full,"{""MR_EQ"": 1.75, ""MR_FX"": 5.25, ""TF_EQ"": 3.0}",3.0,1.75,5.25,10.0,0.75,-0.04,4333248.148081046,0.3754060573703957,1.1430883630573132,1.2260604338787504,-30.61888688331337,-0.15310170371715812,90,228.91537378745616,924.6650386767225,0.7778,0.8374903574183594,0.8753454098863985,0.5702,55.0,23.0,15.0,0.1186,0.3112,0.0,1.2788,128.05612065941776,111.0,78.0,161.0,221.0,0.2590716983514557
